videoId,video_title,video_description,title_word_count,title_exclamation_question_count,how_many_numbers_in_title,words_with_uppercase_in_title,description_word_count,number_of_hashtags_in_description,video_duration,category,day_of_week_uploaded,view_count,like_count,comment_count,channelId,channel_title,subscriberCount,channel_video_count,channel_view_count,days_since_upload
012M0v-aX_Y,💕yo ahora soy algo que amo💕gacha club(azumi tiene problemas?,,9,1,0,0,0,0,19,22,Saturday,11,1,1,UC4xBI-wxHuxVMl_3JsjN9zw,la chismosa IE7,5,5,445,1649
8FmLuaMVY8M,12 de janeiro de 2021,,5,0,6,0,0,0,20,22,Tuesday,3,1,0,UCo88-EpwNEP_lB5EnHblYAQ,kdi ie7,0,1,3,1772
i3qWGU3Jj3U,My daily activity (inaya_freetime),,4,0,0,1,0,0,231,22,Monday,20,2,0,UC7-iE7-o_ATgfPWHPpB0LZQ,Mirel Imelda Sasella,4,11,311,1703
R5VNcLqkL8s,23 de septiembre de 2018,,5,0,6,0,0,0,171,22,Sunday,24,1,4,UCFwPh15IDSHAC1TAc0Pt4zw,fv edad :/ y IE7,9,12,301,2613
#NUME?,Anime ✨ animation,,3,0,0,1,0,0,11,22,Monday,11,10,2,UCLFjwfaH4LbQILHwWGVAcbw,Attitude 🤬,14,26,492,
c_9UW2_YK3M,روكت 🫡,ارحبب,2,0,0,0,1,0,273,20,Monday,11,0,0,UCdhWilUi5cZpCl_po_r0Ucw,ie7 -,7,97,472,548
qdpbFx7EMew,over the horizon 2011 2022,,5,0,8,0,0,0,61,22,Saturday,7,0,0,UC0O7BxvyZ8_uCPOLOjbgtNQ,İ E 7,0,1,7,578
cwJhYhZa3HU,hchfbfjcjc,,1,0,0,0,0,0,82,22,Wednesday,2,0,0,UCitFgigAgdsZsV7a-4gDjug,el pro IE7 xd,0,2,4,553
RmhkUW1hqe4,Fortnite_20241013225125,,1,0,14,1,0,0,15,20,Sunday,0,0,0,UC9P3YrY9Dqqf8osHn6Ky6Dg,CLAKR 💡.,0,3,0,402
wmQom2nfW8w,17-Oct-25,,3,0,6,1,0,0,7,22,Friday,1,0,0,UCOy7cmgFqwNdAGfF-IE7-PQ,Junee Panuelo,1,1,1,33
KRX522Sm9ZI,Aliens : EVIDENCE found?,"This video shows some of the common myths and misconceptions about aliens. It tries to shed some light on popular beliefs about aliens and UFOs, from ancient civilizations to modern encounters. 

For more upcoming videos https: www.youtube.com/channel/UC6l5HUz93YfVd-BHsFMnHRA?sub_confirmation=1

Also join the conversation in the comments section to express your thoughts and experiences related to this video, aliens and UFOs in the comments section.

Disclaimer: The content presented here in this video is for informational and entertainment purpose only. It does not constitute any scientific proof or endorsement of any specific claims or beliefs. Viewer discretion is advised.

Few websites used to make this video:
www.pixabay.com
www.pexel.com
www.murf.ai

Background music:
-Aleksey Chistilin
-Lexin music
-Pixabay

||Yash Aron

#myths #Aliens #ufo",4,1,0,2,118,3,354,28,Tuesday,5623,26,12,UC6l5HUz93YfVd-BHsFMnHRA,1nm Silicon,21,2,5642,883
MgbSJiu1ENE,7/22 1NM 자체경기 2,"1NM. 
범수 영빈 준호 정환 운규 상혁 
종석 현우 성직 용웅 현진 태준",4,0,5,1,13,0,968,22,Sunday,8,0,0,UCekckWBfMBUKtfR-jiacUVw,1NM,7,27,397,1214
ZxcMgJsg8R4,Freefire only onetap headshots 👽   #freefire #shorts #headshot #anime #feedshorts,,10,0,0,1,0,0,28,22,Wednesday,70,10,4,UCGZpfh2Un2uiewLcOCR9RSw,1NM X BEAST,13,5,2213,140
RKReCSlMejU,Arise - Ruby Sanctum Heroic #136,apply @ arise-warmane.com,6,0,3,4,3,0,456,20,Wednesday,114,3,0,UCfy1GIceT1z1yVAaeJEQ-tQ,1NM,0,1,114,1973
YbHLynocWRU,🧐😒🧐👿,,1,0,0,0,0,0,24,22,Monday,507,14,1,UCERpFUPNOwY-Ch1BRbfhrUA,XV 1NM,4,1,507,471
P6SNmjYWySw,FAKE Virus Alert Scam! |Malware|Virus|Spyware in INDIA #pegasus #virus #spyware #shorts,"**8 Tips to Protect Your Computer/Mobile From Viruses and Malware**
1. Keep your software up to date
2. Don’t click on links within emails
3. Frequently monitor using antivirus software (at least once in a week)
4. Back up your computer/mobile
5. Use a strong password
6. Use a firewall
7. Minimize downloads
8. Use a pop-up blocker

     Thank You for Watching.
IF THIS VIDEO IS HELPFUL PLEASE LIKE AND CONSIDER SUBSCRIBING.
IF DISLIKED LEAVE A COMMENT TO IMPROVE.
#pegasus #virus #spyware #trojan #malware #adware",11,1,0,6,85,6,139,28,Saturday,22,2,0,UCHXqu5G4_vgJOgM6pErK5Fw,1nm Technology,1,1,22,1572
njtCUbmPe0c,R.I.P. ENEMY....🤣#shorts,,2,0,0,2,0,0,32,22,Friday,91,4,1,UCh4nS1OaPF4bZyka3U-EBhw,1NM GAMER,11,14,612,1202
FsXjtnsapq4,Minecraft_20240329125056,,1,0,14,1,0,0,231,20,Sunday,0,0,0,UCw_EkVeSO937yvmllSizIiQ,1NM,1,45,133,591
F98ti78g36M,Please subscribe to my channel 🙏 💓,,7,0,0,1,0,0,34,22,Sunday,13,1,0,UCLOl8Q1inrpKG-BrxspzNXQ,Crazy 1NM,1,7,40,829
CAFhnwbxwFg,11-Aug-22,,3,0,6,1,0,0,15,22,Thursday,21,3,,UCA7Umw2CB4zIk3h7X4WydQA,1NM,4,2,160,1196
VgfAAAcUewM,Intro Terbaru Saya,,3,0,0,3,0,0,11,22,Sunday,13,4,0,UC_1NIbmB6KOyZJADvX2C_kw,『A U Z R』 •1NM,2,1,13,2229
1p_h8e1ffJw,Erykah Badu - Call Tyrone (Karaoke Cover),A fun Saturday night at Gable House Bowl,7,0,0,6,8,0,192,22,Tuesday,4136,57,2,UCXuH4_pPpirBR_fpG41quWg,1NM,12,1,4136,3942
oj1L8gS2mMk,free fire gamer famous boy kig 💢💢💢    #famous free fire #gaming #trending #viral #shorts #freefire,Wald fams boy new vairl vedo,15,0,0,0,6,0,33,20,Tuesday,10,3,1,UC2mz_st57X-nKWayZAX3NsQ,1NM FF,5,5,76,659
dI4vYtCchrI,my team selebrate happy mother's day,"happy mother day



#freefire 


#ajjubhaiinmymatch",6,0,0,0,5,2,61,22,Thursday,100,6,0,UC4q0enXY0FYUoXinxfcEdog,Ali gaming 1NM,3,1,100,181
Ae6dOrA6vGQ,ALUCARD NEW DAMAGE BUILD~(2025)~ #mlbb,,5,0,4,4,0,0,686,20,Saturday,283,6,9,UCVufImuQNs0DXhY60vJYwJQ, Suzuki,94,57,59266,137
J1XQ7PPHd8k,시험방송,ㅇㅇㅇ,1,0,0,0,1,0,0,26,Monday,0,0,0,UCc7C2kjERKi1JgHjeLHE5MA,1nm,3,1,98,814
p8FODuB3-7w,😭😭esperaremos tu regreso ídolo 😭😭,,5,0,0,0,0,0,9,22,Sunday,11,3,0,UCiYTTm9V-9TtSxPiQ-1NM-A,THE MIXA,11,36,1580,1690
u3ZgVbcSqH4,1vs3 test,52163427645,2,0,2,0,1,0,16,1,Thursday,81,3,0,UC0qZhfyMwVbdjvdlR6yC-QA,1NM,6,1,81,5417
O1_Zezm2pBM,"Pubg tdm match,,🤟💥💥",,3,0,0,1,0,0,295,22,Monday,9,2,0,UChD7ZWrx8pBTby9-l83VLng,2H BLYDING,4,3,16,23
yKf1RkfYVl8,Alan Walker  faded rock. By 2H,Please Subcribe my channel guys,6,0,1,4,5,0,212,20,Sunday,18,0,0,UC2CreTXmH4qehOQ5znsOxCQ,2H,0,1,18,3020
QO1XrTHBzkE,Insane - Obscuridad (Mixtape Obscuridad 2016),,6,0,4,4,0,0,226,22,Friday,7,0,0,UCXJoJq4YamSgC2wSgKgKb0w,Insane 2h,28,18,1693,1132
P2TJ9FiqLaI,2H V6 de gear 2560 x 1280 40mb,,8,0,12,2,0,0,205,22,Monday,203,0,0,UC2bZdxMvGFl40ahjYVrMLFA,2H Energy,12,3,807,3082
6dWXRthIGTM,El Eterno Prometeo - 05 Letras Vagabundas   (@NimaubeatsMillan ),"Este es el tema numero cinco del proyecto El Eterno Prometeo elaborado por El Cogs HH con colaboraciones con varios amigos dejando diferentes partes de diferentes etapas de una vida que sigue pasando
Link deñ beat: https://www.youtube.com/watch?v=U7Nqca1y_cI",9,0,2,6,37,0,210,22,Monday,41,1,0,UCOVTS4Ch5Ffstf4du8NubEQ,La High House 2H,72,33,3591,863
6yYPxaTJ2w0,interior designing lighting tricks #home,,5,0,0,0,0,0,49,22,Saturday,225,2,0,UCcJafYTTHVOx1oHADeR2z7A,2H interiors,16,24,19674,102
bJuIwEvmcEk,chandara dina pathipp🤩🌙🌝❤️,,3,0,0,0,0,0,15,22,Friday,37,1,,UCFZK74aml9Np86AxYqW8pdQ,2H 2H,26,183,25991,124
S8aYek1AryI,14-Jul-25,,3,0,6,1,0,0,173,22,Monday,24,3,,UC-XFqUfuI13ltvMyXmR8TAg,The Rise of 2H,3,3,55,128
joHpBEW6YhQ,Sicariato 2H feat Lenwadura (Tiro de Gracia) - Sentir el Miedo,"SICARIATO 2H FEAT LENWADURA (TIRO DE GRACIA) - ""Sentir el Miedo""
Letra: Tenchu, Cuervo, La Voz H2, y Lenwadura (Actualmente Ex Tiro de Gracia) Chile
Producción Musical: Dj Ed Vundy (España-Perú)
Año: 2005
Grabado, Mezclado en FM Recors por Danny Hidrovo

Tema grabado en el año 2005,un año después Tenchu y VozH2 logran financiar un viaje a Santiago de Chile y Rancagua en Abril de 2006 donde son invitados a tocar en el reconocido Instituto O´Higgins junto a Sabia Teoría y Tiro de Gracia.

Sicariato 2H se convirtió en el primer grupo de Ecuador en tocar en Chile junto a Tiro de Gracia cuando el grupo aún estaba completo con sus tres integrantes y máximos exponentes del Hip Hop Chile: Lenwadura, Juan Pincel y Dj Mataskaupas.

Sicariato 2H desde inicios del año 2011 Tenchu y la VozH2 están trabajando en el disco ""El día del Juicio"" el cual está siendo producido musicalmente por Marmota FU de QM.

El disco saldría a finales de 2012 aproximadamente.",11,0,1,7,165,0,291,10,Tuesday,2196,12,1,UC8xv6ETBABAXpf5ieAt08ow,Sicariato 2H,90,8,38160,5062
Oui1G-PEVU4,Tôi từng khóc khi dắt bộ xe về nhà lúc 2h sáng vì… không dám sửa! #shortsvideo #shorts,"Không còn tiền sửa xe. Không còn ai để hỏi mượn. Làm gần 20 triệu mà không dám tiêu 1 đồng – chỉ để trả nợ. Nếu bạn đang khổ như vậy, bạn không cô đơn.
🎙 Hành trình hồi sinh bắt đầu tại Radio 2h Sáng

#Radio2hSáng #0hRadio #TrảNợ #NợNần #ThoátNợ #TáiSinhSauĐổVỡ #PodcastTâmSự #ChuyệnĐờiThật #KểChuyệnĐêmKhuya #TỉnhThứcLúc2hSáng #HồiSinhSauVấpNgã #PodcastViệtNam",18,1,1,1,59,12,45,22,Tuesday,878,6,0,UCKmNkrYJmfv87a0sg-1_qEg,Radio 2h sáng,83,30,18478,183
CBzTVQlmPmM,อย่าน่ารักได้ไหม LARSIS 2H [Pord SHARKY Music],เพลงนี้ไม่ได้แสวงหารายได้ใดๆทั้งสิ้น,6,0,1,5,1,0,173,22,Friday,55,5,1,UC1-PyHmwz8JG_hIcWa1CcDQ,LARSIS 2H,37,16,2903,725
lkX9IDQ728Q,Hardik Pandya & Arshdeep Singh struck by a bit of deja vu. || sad moments,"The non-striker's nightmare

Hardik Pandya & Arshdeep Singh struck by a bit of deja vu.


Watch #INDVOMAN LIVE now on the Sony",15,0,0,4,22,1,53,17,Saturday,3,,0,UCtBkebmQt5R7dIjiN9dTqpg,Horror -Story 2h,63,13,39091,60
HUdORRfdYIo,17 juin 2025,,3,0,6,0,0,0,113,22,Tuesday,30,3,1,UC-6rqvaO6y4lVK1WTZcu2NQ,2h Gang,4,2,83,155
J2wJXjjxpnQ,Gta5 stress mit der Polizei #1,,6,0,2,2,0,0,2511,20,Sunday,7,1,1,UChxv8pOhi2glAUSSqL-bmpA,ERZENGL.1NC,2,2,16,2033
Rg4vRZUyEWk,MOTIVATOR.1NC,,1,0,1,1,0,0,60,22,Wednesday,132,4,0,UCRJ2RWVYvg19nrQkTCl3jQg,MOTIVATOR.1NC,60,9,2446,595
glbNZaSm7hE,What animation meme should I do? | Say in comments,,10,1,0,3,0,0,5,24,Thursday,31,1,11,UCgd_WdiEjGSX8-4WvFKjoTQ,C0l0rs 1nc.,41,10,1711,1847
u1JTQs_qQ3U,tattoo session,,2,0,0,0,0,0,12,22,Sunday,0,0,0,UC5jLzpeyxup1hlvdyUrABoA,INKredible 1nc,0,1,0,3181
rny98bAvt0A,https://t.me/mot1vator_1nc Переходите в мой телеграм канал,,6,0,2,1,0,0,11,22,Monday,4,0,0,UCpzXQudEJgwF-yBn_pxb4xQ,MOTIVATOR.1NC,6,3,21,611
5iwUEd9-cAE,Stadtfest in Chemnitz eskalierte wegen Messer Attacke mit Todesfolge,,9,0,0,5,0,0,123,22,Monday,102,0,0,UCZbr9gwrMvemiI8iBnu2i2Q,L1festyle 1nc.,75,37,41709,2641
89VxAjCq63E,Дота 2 #стрим  #рекомендации #рек #реки #рекомендация #дота2 #dota2 #dota #dota2gameplay,,11,0,4,1,0,0,14,22,Thursday,515,4,0,UCR3h8WbpyOsVXYiHJMnfjng,1nc,0,1,515,271
OLxtmGNFTwE,🤬❤️💘💓🤗🤗🤗💘👑,,1,0,0,0,0,0,50,22,Tuesday,3,0,0,UCj2wjStty3GuoDaTzLTRERg,Minecraft.1nc,1,2,8,29
iBICudm_OyA,#reels #relatable #funny #lovingrelationship #relationship #romanticrelationship #relationshipgoals,,7,0,0,0,0,0,9,22,Tuesday,1,0,0,UCilUV9XrLExpgq2oV1zrgBA,lovesta.1nc,6,51,3519,575
WGkL-ISvWTc,9-May-21,,3,0,5,1,0,0,10,22,Monday,20,2,0,UCF1TT65fP5Xa2_jQ20j2kSg,1Nc,4,2,27,1654
9da3guc-9Ys,sobukrkkef,,1,0,0,0,0,0,15,22,Sunday,3,1,,UCE2ZjLXUP_j0TbabEZ4cCUQ,1fff 1nc,2,2,46,150
ej3LV-HyMqU,ALL QUICK FACTS from The Digital Circus Awards Show #theamazingdigitalcircus,#theamazingdigitalcircus #amazingdigitalcircus #tadc #jaxdigitalcircus #cainedigitalcircus,10,0,0,8,5,5,59,22,Tuesday,1681,37,1,UCRCL-Iu5Uri8ij5blJTaJgg,DED1NSIDE.1NC,4,1,1681,112
oUzUxAoaL4g,"now you are dancing and laughing in heaven, peace to all of you there and especially to my father",,19,0,0,0,0,0,22,22,Wednesday,24,3,0,UCUMda1K1KQrT5xSIcdfvmYQ,1NC.YN7,0,1,24,581
SqkYJSKp_xo,"Стремитесь к тому, чтобы жизнь имела смысл.",,7,0,0,1,0,0,61,22,Monday,20,4,0,UCu2opQzTwVJ_kIUQtjYtc4w,motivator.1nc,40,13,628,835
q4gnTOd23kM,64* NoT OUT MISTERY 🥵😨🙀😱🤔😊 Highlights of today's cricket match cricket match,"64* NoT OUT MISTERY 🥵😨🙀😱🤔😊 Highlights of today's cricket match cricket match

gali cricket, cricket video, best cricket video, cricket funny video, funny cricket video, cricket facts videos, ashish cricket video, comedy cricket video, cricket comedy video, baklol cricket video, rachit rojha cricket video, funny cricket videos, gully cricket videos, gully cricket funny video, cricket match, gully cricket match, match video, types of people in cricket, types of people in gully cricket, types of cricket players, types of players in gully cricket, desi cricket, rooftop cricket, amateur cricket",12,0,2,4,88,0,225,22,Saturday,56,0,0,UCGUWAsTUoyiwYBkrNr3b4vA,1nc MORE,10,25,3035,11
fi45tE5J-wA,Presentación - 1NC!,"Hacemos uso de este vídeo para presentarnos y mostrar un poco de lo que hacemos. Te invitamos a que nos sigas en nuestras redes sociales para que estés enterad@ de todos nuestros eventos y canciones.
Dios te bendiga

Redes Sociales
https://www.instagram.com/oficial_1nc/
https://twitter.com/Oficial_1NC?lang=es
https://www.facebook.com/Oficial1NC/
https://soundcloud.com/unnuevocantooficial
https://plus.google.com/u/2/109783292484955290384",3,1,1,2,45,0,92,10,Thursday,399,48,9,UCC-BVkIgIH5MF8rrEXPsCSg,Un Nuevo Canto Oficial 1NC!,77,4,1053,3100
ecDxfZyeibI,Term Project ,,2,0,0,2,0,0,108,22,Wednesday,7,0,0,UC_QN-uWhdoOAqqHu7O8Ugjw,1NC,60,1,7,98
0dzWRhI6JDE,"Шок! Никогда такого не было, и вот опять. ЧСВ агрошкольник на de_office","Малолетний шепелявый сявка, поющий в голосовой чат. Казалось бы, что может пойти не так? Например, что угодно.",12,1,0,3,17,0,530,20,Wednesday,72,7,0,UCMjoSy3uF4ShOccU1pq3plg,Trollface 1nc,31,31,3828,2016
UT1_47mDhtg,24-Jan-25,,3,0,6,1,0,0,56,22,Friday,15,5,0,UCXEseR8BbmBI7udwN8dYCzQ,N3wBorns 1nc,4,2,19,299
DNed-b-dmZ0,The Creeds,,2,0,0,2,0,0,24,22,Saturday,0,0,0,UCKCVjmLAFzcDC0VfhWC4mSQ,My Expre55 1nc,1,14,55,816
izzclCq4ky4,😎😎,,1,0,0,0,0,0,13,22,Sunday,18,3,0,UC4n_K4clhOHnPgapLcUhhHA,W1teg-1nc,6,8,1326,745
Vx8ecxZ1MSs,Mineplay|Minecraft BedWars 4v4|Speedrun 3:33|By 1NC,"W tym odcinku wystąpili:
Lisek_synku
SmietanManYT
taciomaddness
L3jdus_
#mineplay #bedwars #speedrun",5,0,6,5,11,3,224,22,Monday,89,5,4,UCxPZc7QdYP5kU0OcUmyQ0GQ,Gildia 1NC,6,2,211,1759
wHcJ-UFSl3A,Rainbow six siege clips,,4,0,0,1,0,0,107,22,Saturday,24,3,0,UCt3gOq60DkuQ5T4xi2MZ-cg,Physics 1nc,8,7,134,2012
GRfwF9DG-Bs,[LIVE•]  WarzFinver 9/7/2559 ยามดึก,,4,0,6,2,0,0,0,20,Wednesday,23,2,0,UC9PEIevBCd3RF3iqXi3_Lkg,1NC CHANTHAWAT,2,3,96,3423
UXPsKtYKtVA,✋#кайф#pubgmobile,,1,0,0,0,0,0,31,22,Tuesday,5,,0,UCZis6BZQk0jKjHf3sS7rLiw,Avdlaev.1nc,9,7,7013,946
XGRZITWG7tE,We boolin,New channel posting content that will get better the further along I get,2,0,0,1,13,0,285,20,Sunday,0,0,0,UCunj5pUNlm3QCBiIrPjYzqw,B3a5t_ 1nc,0,1,0,2726
bLKjvVjwjVY,ERR0R 666,,2,0,4,1,0,0,7,22,Saturday,3,,,UCiRqPiaQpSzDVp6QJmaCs8A,gor1lla.1nc,0,3,7,46
qM6xa7b7O_8,Скример в конце 😂#тикток #скримы,,5,0,0,1,0,0,6,22,Thursday,254,4,0,UCvUaoM1V4l5A84UVExWZUwg,Motivator.1nc,4,5,297,818
ycVqiE-7d6s,Defeating TheLegend27,was not expecting that/10,2,0,2,2,4,0,325,20,Friday,27,1,0,UCugrXcf4IJTyOcrvg6NmCMQ,BL1TZ 1NC,3,3,112,3211
faeZPAuT1Rg,Прямая трансляция пользователя 1nc,,4,0,1,1,0,0,0,22,Wednesday,0,0,0,UCaaGsxGJylil37zN-T48byQ,1nc,0,1,4,1260
4Yvb5qf2uBo,This is me @MiaCoetzee1nc,"my mom❤❤❤
tiktok.Fiseoline Skippers",4,0,1,2,4,0,17,22,Thursday,6,1,,UCpIlqW5SP_CPwNmPYLjMUCQ,Namakwalander.miapop.1NC,1,1,6,524
Te5XfDO70lg,Fast Trak Inc,"Recruiting script
DISCLAIMER: DOOR-TO-DOOR SCAM
FAST TRAK DOES NOT PAY EMPLOYEES",3,0,0,3,11,0,141,22,Tuesday,431,6,8,UC8v8cGftUEVbXVAYnHiFKxw,Fast Trak 1nc,2,1,431,2366
ASpuybhavDI,WarZ Finver [Ep1] เเชร์เเนลใหม่สู้ไม่สู้,"ดูเพื่อความบันเทิงนะครับ ฝากติดตามกันด้วยน้า
FACEBOOK:https://www.facebook.com/newlove.lkuytpolixza
1.Music :Nightcore - You're Gonna Go Far, Kid
2.Music :(Nightcore) Icon For Hire - Get Well
สเปคคอม: - CPU I3
                 - GTX 750 TI
                 - เเรม 4GB
โปรเเกรมตัดต่อคลิป
Sony Vegas pro 11",4,0,1,3,35,0,303,22,Sunday,146,2,0,UCtfXbuV3j4Gog6uda0WxiJA,1NC,3,2,255,3405
9fXd7fjHkaM,1 กันยายน ค.ศ. 2025,,4,0,5,0,0,0,7,22,Monday,4,0,,UCl5kt4WwhaO6zcg9JNujSvQ,Bie,4,43,7872,79
mYzXjQv5VBI,NIEUW: LUNCHEN BIE OLTHOF | Lunchroom in Hulsen (Hellendoorn-Nijverdal),"NIEUW: LUNCHEN BIE OLTHOF 🍴!
Wist je dat je Bie Olthof (https://www.bie-olthof.nl/) naast tanken, je auto wassen of auto kopen, nu ook kunt
lunchen? Geniet van een vers belegd broodje, lekkere soep, hamburger of een warme snack onder het genot van
een verse jus of goede kop koffie. Je vindt ons hier:
Collenstaartweg 7, 7443RM Hulsen (Nijverdal-Hellendoorn).
Wil je op de hoogte blijven van Bie Olthof? Volg onze socials!
Facebook: https://www.facebook.com/bieolthof
Instagram: https://www.instagram.com/bieolthof/
LinkedIn: https://www.linkedin.com/company/bie-olthof/",9,0,0,7,75,0,126,22,Wednesday,139,2,0,UCLLFvQqPJBhSs4QUSESIAJQ,Bie Olthof,9,5,5510,1939
MI6uvSz96TU,vlog,,1,0,0,0,0,0,444,22,Wednesday,6,1,0,UCBGANynpLxt77K0b_1DjXZQ,Bie Vandennelle,4,3,72,7
zodkIMqu1Cc,14-Nov-25,,3,0,6,1,0,0,20,22,Friday,0,0,,UCzn1CR9V79d_5mHcZBc9LRA,New Bie,0,1,0,5
hNB8GEWZrQs,29 जुलाई 2019,,3,0,6,0,0,0,31,22,Monday,3,0,0,UCXv6_7ZAt3f08IJWTyPi7Wg,N0J bhgcc,0,4,14,2305
jrYNmld5dM8,CAMBA CRUCEÑO VIDEO CUATRO,"¿Por que los cambas cruceños somos diferentes a los collas alto peruanos y charqueños? 

Los cambas cruceños somos diferentes a los collas alto peruanos y charqueños  no por raza, sino por origen y por adopción. Además por la  influencia del medio ecológico y  geográfico en que vivimos, como también por la resultante condición étnica y cultural cierta, determinada y contundente que resultamos, por estar asentados permanentemente duera de la cordillera de los Andes y en los territorios amazónicos y rioplatenses.",4,0,0,4,80,0,76,22,Thursday,672,7,3,UCLVXvt0q02-n0j-vrDCufeQ,cambacruceño,6,4,1111,3898
0CPHZkPpaxQ,я купил горох,,3,0,0,0,0,0,162,22,Saturday,8,1,0,UCDx9-N0J-8Zr3ODYcJubeOQ,Сигма Тёма,2,14,331,130
6infswQyCfY,11-Jun-24,,3,0,6,1,0,0,13,22,Tuesday,6,0,0,UCjViBymt1m2bs-n0J-XZaqA,Bablu,0,1,6,526
E5haLK-tsF4,Nouveau usine de DJ Arafat,,5,0,0,3,0,0,10,22,Tuesday,1498,9,0,UCi-n0j-whZ0zdmB74O4rLbQ,Ronaldo Prado 2018,3,2,1567,2388
EvrYNWQNsAo,The Game,"Curta ilustrativo referente á um trabalho escolar. Este vídeo não apresenta ou faz, apologia a alguma forma de agressão.",2,0,0,2,19,0,394,22,Tuesday,378,10,0,UCGUJDou-N0J-6HVeS205xkA,Ana Camargo,2,1,376,1065
KAyq2bppnYk,6-Apr-25,,3,0,5,1,0,0,9,22,Sunday,20,1,,UCvekI5GMmlI1G8GDFbGPwlQ,nadia,10,38,5511,227
wMKaO3CBkP4,4 mars 2018(3),,3,0,6,0,0,0,43,22,Monday,2,0,0,UCUuP-N0j-jhsv2i7bYpRvKw,Kabouri Abde,0,3,5,2816
pgWaDHVsVik,AMAZING FACTS OF AYODHYA RAM MANDIR #shorts,"AMAZING FACTS OF AYODHYA RAM MANDIR 

Hello Friends Welcome to my channel VIRAL FACTS.

If you like our videos then please Like, Subscribe, Comment & Share the Video.

For latest updates please Subscribe the Channel and Press the Bell Icon.

=============================================================
Note: - All Images, Pictures, Music, Video used in the video belongs to the respected owners.

Disclaimer: - This channel DOES NOT promote or encourage any illegal activities. All content provided by this channel is meant for EDUCATIONAL and INFORMATIONAL PURPOSE only. 

Copyright Disclaimer: - Under section 107 of the copyright Act 1976, allowance is mad for FAIR USE for purpose such a as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statues that might otherwise be infringing. Non- Profit, educational or personal use tips the balance in favor of FAIR USE.

#shorts 
#ram 
#rammandir 
#ayodhya 
#viral 
#facts",7,0,0,6,147,6,58,22,Sunday,480,16,0,UCNI-N0j-VQr4wQmJ1YaZO-g,Viral Facts,3,2,484,661
76Gc8tDExcs,# Biscuit Happy,"Biscuit eating for 1 min 9 sec
Please leave a like or subscribe for more videos of Biscuit :)",3,0,0,2,19,0,24,15,Sunday,23,1,1,UCN-N0j-lma7ZCFg4K6Mlk4w,Swiss Cheese,0,1,23,4385
m563cgyce5I,Do Mayor,Do Mayor,2,0,0,2,2,0,287,10,Tuesday,73,2,1,UCpwGergmlLg0u9jX6EVRuAg,N0J T0H1L,10,28,3682,5174
tYr5yEH0uAY,5 октября 2023 г.,,4,0,5,0,0,0,9,22,Thursday,8,0,0,UCRzGIE_-N0j-egAvs5TTciw,🐇🐬котик.,0,1,8,776
SacplY73E9A,20 octobre 2025,,3,0,6,0,0,0,16,22,Monday,0,0,,UCFMKJCUwJlO-N0J-l5SwqwA,Fatima Bozidi,0,1,0,30
JgW-a3TFTfk,1. září 2022,,3,0,5,0,0,0,15,22,Thursday,3,1,0,UCVO45EZj-N0j-sKFWwuYKpg,Jan Vasina,1,3,224,1175
9uj4YbPccE4,5-Jul-25,,3,0,5,1,0,0,35,22,Saturday,174,2,0,UCGrCZ7dDxTYV66jxV-n0J-g,Devkishan_saini,1,1,174,137
Ggmmck0ThNU,My new YouTube channel! Going to be good,New YouTube channel!,8,1,0,3,3,0,20,22,Saturday,5,1,,UC-2rtYc-w19mpdsFY-N0j-g,Ben Makuch,4,1,5,256
